PropertyID,ParcelID,LandUse,PropertyAddress,PropertyCity,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,OwnerID
18766,096 12 0 005.00,SINGLE FAMILY,506  STEWARTS FERRY PIKE, NASHVILLE,0.26,URBAN SERVICES DISTRICT,22000.0,104400.0,126400.0,1962,3,1,1,23066
29869,096 12 0 006.00,SINGLE FAMILY,508  STEWARTS FERRY PIKE, NASHVILLE,0.26,URBAN SERVICES DISTRICT,22000.0,97900.0,136800.0,1963,3,1,1,23067
52270,096 12 0 011.00,SINGLE FAMILY,518 STEWARTS FERRY  PIKE, NASHVILLE,0.26,URBAN SERVICES DISTRICT,22000.0,168900.0,190900.0,1962,3,2,0,23068
29870,096 12 0 015.00,SINGLE FAMILY,3248  CLOVERWOOD DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,22000.0,101200.0,125000.0,1963,4,1,1,23069
47426,096 12 0 016.00,SINGLE FAMILY,3246  CLOVERWOOD DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,22000.0,103000.0,125000.0,1963,4,1,1,23070
49199,096 12 0 020.00,SINGLE FAMILY,3238 CLOVERWOOD  DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,22000.0,92100.0,114100.0,1963,3,1,1,23071
31665,096 12 0 023.00,SINGLE FAMILY,605  HICKORY BEND DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,22000.0,122400.0,144400.0,1962,3,2,1,23072
2369,096 12 0 025.00,SINGLE FAMILY,3235  CLOVERWOOD DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,22000.0,80400.0,102400.0,1963,3,2,0,23073
2370,096 12 0 031.00,SINGLE FAMILY,3247  CLOVERWOOD DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,22000.0,103400.0,125400.0,1963,4,1,1,23074
39743,096 12 0 042.00,SINGLE FAMILY,3340  FALL CREEK DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,25000.0,109700.0,134700.0,1976,3,1,1,23075
39744,096 12 0 043.00,DUPLEX,3344  FALL CREEK DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,25000.0,80600.0,105600.0,1982,4,2,0,23076
20219,096 13 0 003.00,SINGLE FAMILY,434  HENEY DR, NASHVILLE,0.4,URBAN SERVICES DISTRICT,22000.0,102500.0,124500.0,1958,3,1,1,23077
25395,096 13 0 010.00,SINGLE FAMILY,2712  WELLMAN DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,22000.0,72300.0,94300.0,1958,3,1,0,23078
47427,096 13 0 010.00,SINGLE FAMILY,2712  WELLMAN DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,22000.0,72300.0,94300.0,1958,3,1,0,23078
33516,096 13 0 049.00,SINGLE FAMILY,441  HENEY DR, NASHVILLE,0.35,URBAN SERVICES DISTRICT,22000.0,96400.0,118400.0,1958,3,1,0,23080
351,096 13 0 062.00,SINGLE FAMILY,2729  NODYNE DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,22000.0,67200.0,89200.0,1959,2,1,0,23081
31666,096 13 0 082.00,SINGLE FAMILY,2808  BRANWOOD DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,91100.0,115100.0,1958,3,1,0,23082
33517,096 13 0 088.00,SINGLE FAMILY,2803  BRANWOOD DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,24000.0,93800.0,135700.0,1956,2,1,1,23083
3582,096 13 0 090.00,SINGLE FAMILY,2807  BRANWOOD DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,24000.0,121500.0,155600.0,1958,2,2,0,23084
49200,096 13 0 092.00,SINGLE FAMILY,2811 BRANWOOD  DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,24000.0,91200.0,117500.0,1956,2,1,0,23085
15847,096 13 0 093.00,SINGLE FAMILY,2813  BRANWOOD DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,24000.0,68900.0,93800.0,1956,2,1,0,23086
47428,096 13 0 093.00,SINGLE FAMILY,2813  BRANWOOD DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,24000.0,68900.0,93800.0,1956,2,1,0,23086
2371,096 13 0 103.00,SINGLE FAMILY,2825  TWIN LAWN DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,24000.0,107500.0,131500.0,1958,3,1,1,23088
49201,096 13 0 108.00,SINGLE FAMILY,2835 TWIN LAWN  DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,85200.0,109200.0,1953,3,1,0,23089
53530,096 13 0 109.00,SINGLE FAMILY,2837 TWIN LAWN  DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,120800.0,148700.0,1958,2,1,0,23090
7323,096 13 0 111.00,SINGLE FAMILY,2882  LYNCREST DR, NASHVILLE,0.6,URBAN SERVICES DISTRICT,24000.0,135200.0,159200.0,1959,3,2,0,23091
13630,096 13 0 111.00,SINGLE FAMILY,2882  LYNCREST DR, NASHVILLE,0.6,URBAN SERVICES DISTRICT,24000.0,135200.0,159200.0,1959,3,2,0,23091
33518,096 13 0 112.00,SINGLE FAMILY,2880  LYNCREST DR, NASHVILLE,0.4,URBAN SERVICES DISTRICT,24000.0,144000.0,168000.0,1959,3,2,0,23093
25396,096 13 0 113.00,SINGLE FAMILY,2878  LYNCREST DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,24000.0,108300.0,132300.0,1960,3,1,0,23094
53531,096 13 0 114.00,SINGLE FAMILY,2876 LYNCREST  DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,24000.0,127000.0,151000.0,1964,2,1,0,23095
33519,096 13 0 117.00,SINGLE FAMILY,2870  LYNCREST DR, NASHVILLE,0.42,URBAN SERVICES DISTRICT,24000.0,87100.0,111100.0,1955,2,1,0,23096
18767,096 13 0 123.00,SINGLE FAMILY,2875  LYNCREST DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,24000.0,140100.0,167800.0,1959,4,2,0,23097
12610,096 13 0 144.00,SINGLE FAMILY,917  SHAUNA DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,110400.0,134400.0,1956,3,1,0,23099
52271,096 13 0 144.00,SINGLE FAMILY,917 SHAUNA  DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,110400.0,134400.0,1956,3,1,0,23099
45722,096 13 0 212.00,SINGLE FAMILY,918 A ALLEN RD, NASHVILLE,0.4,URBAN SERVICES DISTRICT,24000.0,124800.0,148800.0,1997,3,2,0,23101
28509,096 14 0 008.00,SINGLE FAMILY,2926  LAKELAND DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,70200.0,94900.0,1955,2,1,0,23102
14728,096 14 0 010.00,SINGLE FAMILY,2930  LAKELAND DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,113800.0,141100.0,1955,2,2,0,23103
25397,096 14 0 013.00,SINGLE FAMILY,2934  LAKELAND DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,24000.0,118700.0,142700.0,1955,3,2,0,23104
42303,096 14 0 015.00,SINGLE FAMILY,2938  LAKELAND DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,24000.0,59000.0,83000.0,1955,2,1,0,23105
47429,096 14 0 015.00,SINGLE FAMILY,2938  LAKELAND DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,24000.0,59000.0,83000.0,1955,2,1,0,23105
49202,096 14 0 021.00,SINGLE FAMILY,2816 BRANWOOD  DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,24000.0,96000.0,120000.0,1957,3,1,0,23107
9163,096 14 0 026.00,SINGLE FAMILY,2842  TWIN LAWN DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,24000.0,91500.0,115500.0,1956,3,1,0,23108
17277,096 14 0 026.00,SINGLE FAMILY,2842  TWIN LAWN DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,24000.0,91500.0,115500.0,1956,3,1,0,23108
56417,096 14 0 050.00,SINGLE FAMILY,2915 LAKELAND  DR, NASHVILLE,0.21,URBAN SERVICES DISTRICT,24000.0,84600.0,108600.0,1954,3,1,0,23110
35264,096 14 0 060.00,SINGLE FAMILY,2935  LAKELAND DR, NASHVILLE,0.21,URBAN SERVICES DISTRICT,24000.0,73900.0,97900.0,1955,2,1,0,23111
49203,096 14 0 064.00,SINGLE FAMILY,2943 LAKELAND  DR, NASHVILLE,0.24,URBAN SERVICES DISTRICT,24000.0,65700.0,89700.0,1955,2,1,0,23112
38488,096 14 0 067.00,SINGLE FAMILY,808  ALLEN RD, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,105900.0,129900.0,1957,2,1,0,23113
55028,096 14 0 067.00,SINGLE FAMILY,808 ALLEN  RD, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,105900.0,129900.0,1957,2,1,0,23113
6120,096 14 0 068.00,SINGLE FAMILY,2938  TWIN LAWN DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,81400.0,112400.0,1957,3,1,0,23115
42304,096 14 0 073.00,SINGLE FAMILY,2928  TWIN LAWN DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,74100.0,99300.0,1957,3,1,0,23116
24164,096 14 0 076.00,SINGLE FAMILY,2922  TWIN LAWN DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,87500.0,111500.0,1957,3,2,0,23117
33520,096 14 0 077.00,SINGLE FAMILY,2920  TWIN LAWN DR, NASHVILLE,0.4,URBAN SERVICES DISTRICT,24000.0,71700.0,98800.0,1956,2,1,0,23118
35265,096 14 0 078.00,SINGLE FAMILY,2918  TWIN LAWN DR, NASHVILLE,0.48,URBAN SERVICES DISTRICT,24000.0,70700.0,95400.0,1957,3,1,0,23119
21701,096 14 0 085.00,SINGLE FAMILY,2845  TWIN LAWN DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,24000.0,92900.0,117100.0,1957,2,1,0,23120
38489,096 14 0 089.00,SINGLE FAMILY,2853  TWIN LAWN DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,74300.0,98300.0,1957,2,1,0,23121
42305,096 14 0 091.00,SINGLE FAMILY,2896  LYNCREST DR, NASHVILLE,0.3,URBAN SERVICES DISTRICT,24000.0,81100.0,105100.0,1956,2,1,1,23122
11071,096 14 0 098.00,SINGLE FAMILY,2907  TWIN LAWN DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,24000.0,60400.0,84400.0,1957,2,1,0,23123
56418,096 14 0 105.00,SINGLE FAMILY,2921 TWIN LAWN  DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,24000.0,75800.0,103800.0,1955,2,1,0,23124
49204,096 14 0 120.00,SINGLE FAMILY,2918 LYNCREST  DR, NASHVILLE,0.5,URBAN SERVICES DISTRICT,24000.0,91700.0,115700.0,1956,3,1,0,23125
17278,096 14 0 122.00,SINGLE FAMILY,2914  LYNCREST DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,24000.0,103600.0,127600.0,1956,2,1,0,23126
8196,096 14 0 127.00,SINGLE FAMILY,2900  LYNCREST DR, NASHVILLE,0.67,URBAN SERVICES DISTRICT,24000.0,101600.0,127000.0,1956,3,1,1,23127
25398,096 14 0 231.00,SINGLE FAMILY,3057  BOULDER PARK DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,19000.0,111400.0,130400.0,1965,3,2,0,23128
52272,096 14 0 231.00,SINGLE FAMILY,3057 BOULDER PARK  DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,19000.0,111400.0,130400.0,1965,3,2,0,23128
29871,096 14 0 233.00,SINGLE FAMILY,3132  JONESBORO DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,19000.0,136400.0,155400.0,1968,4,2,0,23130
44337,096 14 0 247.00,SINGLE FAMILY,3014  BOULDER PARK DR, NASHVILLE,0.24,URBAN SERVICES DISTRICT,19000.0,85300.0,104300.0,1973,3,1,1,23131
42306,096 14 0 264.00,SINGLE FAMILY,3309  IRONWOOD DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,19000.0,142600.0,161600.0,1969,3,3,0,23132
38490,096 14 0 269.00,SINGLE FAMILY,3115  JONESBORO DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,19000.0,95900.0,114900.0,1969,3,1,0,23133
49205,096 14 0 269.00,SINGLE FAMILY,3115 JONESBORO  DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,19000.0,95900.0,114900.0,1969,3,1,0,23133
31667,096 14 0 274.00,SINGLE FAMILY,117  JONESBORO CT, NASHVILLE,0.2,URBAN SERVICES DISTRICT,19000.0,100500.0,126800.0,1970,3,1,1,23135
31668,096 14 0 275.00,SINGLE FAMILY,113  JONESBORO CT, NASHVILLE,0.22,URBAN SERVICES DISTRICT,19000.0,111900.0,130900.0,1970,3,2,0,23136
35266,096 14 0 280.00,SINGLE FAMILY,3101  JONESBORO DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,19000.0,109600.0,128600.0,1970,3,1,1,23137
49206,096 14 0 281.00,SINGLE FAMILY,3013 BOULDER PARK  DR, NASHVILLE,0.2,URBAN SERVICES DISTRICT,19000.0,104200.0,126700.0,1973,4,2,0,23138
1361,096 14 0 282.00,SINGLE FAMILY,3009  BOULDER PARK DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,19000.0,91700.0,110700.0,1973,3,1,1,23139
3583,096 15 0 001.00,SINGLE FAMILY,3106  LAKELAND DR, NASHVILLE,0.53,URBAN SERVICES DISTRICT,24000.0,83800.0,107800.0,1955,3,1,0,23140
14729,096 15 0 009.00,SINGLE FAMILY,3115  LAKELAND DR, NASHVILLE,0.66,URBAN SERVICES DISTRICT,19000.0,70500.0,89500.0,1958,3,1,0,23142
35267,096 15 0 014.00,SINGLE FAMILY,3125  LAKELAND DR, NASHVILLE,0.37,URBAN SERVICES DISTRICT,19000.0,111700.0,130700.0,1958,3,1,0,23143
1362,096 15 0 018.00,SINGLE FAMILY,3106  BOULDER PARK DR, NASHVILLE,0.66,URBAN SERVICES DISTRICT,19000.0,106500.0,125500.0,1964,3,1,1,23144
17279,096 15 0 019.00,SINGLE FAMILY,3108  BOULDER PARK DR, NASHVILLE,0.69,URBAN SERVICES DISTRICT,19000.0,91800.0,110800.0,1966,4,2,0,23145
18768,096 15 0 022.00,SINGLE FAMILY,3114  BOULDER PARK DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,19000.0,102800.0,121800.0,1964,3,1,1,23146
41017,096 15 0 023.00,SINGLE FAMILY,3116  BOULDER PARK DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,19000.0,97100.0,116100.0,1966,4,1,1,23147
38491,096 15 0 027.00,SINGLE FAMILY,3124  BOULDER PARK DR, NASHVILLE,0.48,URBAN SERVICES DISTRICT,19000.0,105900.0,124900.0,1966,3,1,1,23148
45723,096 15 0 028.00,SINGLE FAMILY,3126  BOULDER PARK DR, NASHVILLE,0.45,URBAN SERVICES DISTRICT,19000.0,87000.0,106000.0,1966,3,2,0,23149
52274,096 15 0 028.00,SINGLE FAMILY,3126 BOULDER PARK  DR, NASHVILLE,0.45,URBAN SERVICES DISTRICT,19000.0,87000.0,106000.0,1966,3,2,0,23149
17280,096 15 0 031.00,SINGLE FAMILY,3132  BOULDER PARK DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,19000.0,93000.0,112500.0,1967,4,2,0,23151
25399,096 15 0 042.00,SINGLE FAMILY,3129  BOULDER PARK DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,19000.0,93300.0,112300.0,1965,2,1,1,23152
18769,096 15 0 047.00,SINGLE FAMILY,3119  BOULDER PARK DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,19000.0,101700.0,120700.0,1965,3,1,1,23153
17281,096 15 0 048.00,SINGLE FAMILY,3117  BOULDER PARK DR, NASHVILLE,0.3,URBAN SERVICES DISTRICT,19000.0,101000.0,120000.0,1965,3,1,1,23154
53532,096 15 0 049.00,SINGLE FAMILY,3116 LAUREL FOREST  DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,19000.0,110800.0,129800.0,1965,4,1,1,23155
11072,096 15 0 051.00,SINGLE FAMILY,3111  BOULDER PARK DR, NASHVILLE,0.24,URBAN SERVICES DISTRICT,19000.0,88900.0,107900.0,1966,3,1,1,23156
41018,096 15 0 055.00,SINGLE FAMILY,3103  BOULDER PARK DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,19000.0,86000.0,105000.0,1965,3,1,1,23157
14737,096 16 0 013.00,SINGLE FAMILY,3338  PERCY PRIEST DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,24000.0,122300.0,153500.0,1968,3,1,1,23158
39747,096 16 0 013.00,SINGLE FAMILY,3338  PERCY PRIEST DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,24000.0,122300.0,153500.0,1968,3,1,1,23158
52277,096 16 0 016.00,SINGLE FAMILY,3332 PERCY PRIEST  DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,24000.0,82600.0,106600.0,1967,3,1,1,23160
51093,096 16 0 017.00,SINGLE FAMILY,3330 PERCY PRIEST  DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,24000.0,98200.0,122200.0,1967,3,1,1,23161
4885,096 16 0 031.00,SINGLE FAMILY,3329  PERCY PRIEST DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,109100.0,133100.0,1967,3,2,0,23162
6127,096 16 0 032.00,SINGLE FAMILY,3331  PERCY PRIEST DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,90800.0,114800.0,1965,3,1,0,23163
25409,096 16 0 032.00,SINGLE FAMILY,3331  PERCY PRIEST DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,24000.0,90800.0,114800.0,1965,3,1,0,23163
56430,096 16 0 037.00,SINGLE FAMILY,3341 PERCY PRIEST  DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,24000.0,90100.0,114100.0,1968,3,1,0,23165
39748,096 16 0 040.00,SINGLE FAMILY,704  ORTEGA RD, NASHVILLE,0.28,URBAN SERVICES DISTRICT,24000.0,143800.0,174800.0,1968,3,1,1,23166
56431,096 16 0 050.00,SINGLE FAMILY,3357 PERCY PRIEST  DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,24000.0,113700.0,137700.0,1965,4,1,1,23167
35268,096 16 0 067.00,SINGLE FAMILY,3295  NIAGARA DR, NASHVILLE,0.59,URBAN SERVICES DISTRICT,25000.0,134700.0,159700.0,1971,3,1,1,23168
4877,096 16 0 084.00,SINGLE FAMILY,3264  NIAGARA DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,25000.0,102500.0,127500.0,1976,3,1,1,23169
4878,096 16 0 085.00,SINGLE FAMILY,3268  NIAGARA DR, NASHVILLE,0.39,URBAN SERVICES DISTRICT,25000.0,120200.0,145200.0,1971,3,1,1,23170
21702,096 16 0 086.00,SINGLE FAMILY,3272  NIAGARA CT, NASHVILLE,0.57,URBAN SERVICES DISTRICT,25000.0,118700.0,143700.0,1972,3,1,1,23171
1363,096 16 0 097.00,DUPLEX,3320  NIAGARA DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,25000.0,65000.0,90000.0,1980,2,2,0,23172
13631,096 16 0 098.00,DUPLEX,3324  NIAGARA DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,25000.0,98800.0,123800.0,1980,2,2,0,23173
13632,096 16 0 099.00,DUPLEX,3328  NIAGARA DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,25000.0,100500.0,125500.0,1980,2,2,0,23174
7324,096 16 0 101.00,SINGLE FAMILY,3327  FALL CREEK DR, NASHVILLE,0.2,URBAN SERVICES DISTRICT,25000.0,120900.0,146900.0,1971,3,1,1,23175
56419,096 16 0 110.00,DUPLEX,3320 FALLS CREEK  DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,25000.0,90600.0,115600.0,1970,3,3,0,23176
33521,096 16 0 111.00,SINGLE FAMILY,3324  FALL CREEK DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,25000.0,121300.0,146300.0,1972,3,1,1,23177
53534,096 16 0 114.00,ZERO LOT LINE,739 FITZPATRICK  RD, NASHVILLE,0.14,URBAN SERVICES DISTRICT,15600.0,67200.0,82800.0,1978,2,1,1,23178
47444,096 16 0 123.00,SINGLE FAMILY,757  FITZPATRICK RD, NASHVILLE,0.23,URBAN SERVICES DISTRICT,24000.0,113100.0,137100.0,1979,3,2,0,23179
45753,096 16 0 133.00,SINGLE FAMILY,3109  BLACKWOOD DR, NASHVILLE,0.23,GENERAL SERVICES DISTRICT,26000.0,98500.0,124500.0,1980,3,2,0,23180
55044,096 16 0 143.00,ZERO LOT LINE,3304 PERCY PRIEST  DR, NASHVILLE,0.12,GENERAL SERVICES DISTRICT,15600.0,68100.0,83700.0,1985,2,1,1,23181
53535,096 16 0 144.00,ZERO LOT LINE,3300 PERCY PRIEST  DR, NASHVILLE,0.12,GENERAL SERVICES DISTRICT,15600.0,67800.0,83400.0,1985,2,1,1,23182
53536,096 16 0 148.00,ZERO LOT LINE,714 ORTEGA  RD, NASHVILLE,0.12,GENERAL SERVICES DISTRICT,15600.0,97500.0,113100.0,1985,3,2,0,23183
49221,096 16 0 148.00,ZERO LOT LINE,714 ORTEGA  RD, NASHVILLE,0.12,GENERAL SERVICES DISTRICT,15600.0,97500.0,113100.0,1985,3,2,0,23183
21739,096 16 0 153.00,ZERO LOT LINE,713  ORTEGA RD, NASHVILLE,0.13,GENERAL SERVICES DISTRICT,15600.0,96600.0,112200.0,1985,3,2,0,23185
3590,096 16 0 154.00,ZERO LOT LINE,762  FITZPATRICK RD, NASHVILLE,0.11,GENERAL SERVICES DISTRICT,15600.0,94300.0,109900.0,1984,3,1,1,23186
52278,096 16 0 154.00,ZERO LOT LINE,762 FITZPATRICK  RD, NASHVILLE,0.11,GENERAL SERVICES DISTRICT,15600.0,94300.0,109900.0,1984,3,1,1,23186
39749,096 16 0 160.00,SINGLE FAMILY,786  FITZPATRICK RD, NASHVILLE,0.24,GENERAL SERVICES DISTRICT,24000.0,97600.0,121600.0,1984,3,2,0,23188
52279,096 16 0 179.00,ZERO LOT LINE,719 ORTEGA  RD, NASHVILLE,0.14,GENERAL SERVICES DISTRICT,15600.0,97600.0,113200.0,1985,3,2,0,23189
49222,096 16 0 179.00,ZERO LOT LINE,719 ORTEGA  RD, NASHVILLE,0.14,GENERAL SERVICES DISTRICT,15600.0,97600.0,113200.0,1985,3,2,0,23189
53537,096 16 0 181.00,SINGLE FAMILY,777 FITZPATRICK  RD, NASHVILLE,0.26,GENERAL SERVICES DISTRICT,26000.0,108800.0,134800.0,1986,3,2,0,23191
53538,096 16 0 190.00,SINGLE FAMILY,704 NORWALK  CT, NASHVILLE,0.32,GENERAL SERVICES DISTRICT,26000.0,127000.0,153000.0,1986,3,2,0,23192
21740,096 16 0 197.00,ZERO LOT LINE,3310  PERCY PRIEST DR, NASHVILLE,0.12,GENERAL SERVICES DISTRICT,15600.0,68400.0,84000.0,1985,2,1,1,23193
9170,096 16 0 202.00,ZERO LOT LINE,3309  PERCY PRIEST DR, NASHVILLE,0.14,GENERAL SERVICES DISTRICT,15600.0,67700.0,83300.0,1985,2,1,1,23194
36911,097 04 0 005.00,SINGLE FAMILY,4050  LAKE PKWY, HERMITAGE,0.51,GENERAL SERVICES DISTRICT,41000.0,138800.0,179800.0,1972,3,2,0,23594
6128,097 04 0 008.00,SINGLE FAMILY,4020  LAKE PKWY, HERMITAGE,0.51,GENERAL SERVICES DISTRICT,41000.0,134500.0,175500.0,1971,4,2,0,23595
23091,097 04 0 008.00,SINGLE FAMILY,4020  LAKE PKWY, HERMITAGE,0.51,GENERAL SERVICES DISTRICT,41000.0,134500.0,175500.0,1971,4,2,0,23595
23092,097 04 0 012.00,SINGLE FAMILY,4009  PORT CLEBURNE LN, HERMITAGE,0.51,GENERAL SERVICES DISTRICT,41000.0,136900.0,177900.0,1972,3,1,1,23597
8205,097 04 0 020.00,SINGLE FAMILY,4056  PORT CLEBURNE LN, HERMITAGE,0.62,GENERAL SERVICES DISTRICT,41000.0,129900.0,170900.0,1971,4,3,0,23598
38506,097 04 0 025.00,SINGLE FAMILY,4032  PORT VICTORIA CT, HERMITAGE,0.62,GENERAL SERVICES DISTRICT,41000.0,161200.0,202200.0,1971,4,3,0,23599
17291,097 04 0 047.00,SINGLE FAMILY,5944  PORT YAKIMA CT, HERMITAGE,0.48,GENERAL SERVICES DISTRICT,41000.0,131900.0,172900.0,1972,3,3,0,23600
6129,097 04 0 051.00,SINGLE FAMILY,5965  PORT ANADARKO TRL, HERMITAGE,0.51,GENERAL SERVICES DISTRICT,41000.0,151800.0,192800.0,1972,4,2,0,23601
42314,097 04 0 061.00,SINGLE FAMILY,6003  PORT ANADARKO TRL, HERMITAGE,0.55,GENERAL SERVICES DISTRICT,41000.0,131300.0,172300.0,1971,4,2,0,23602
18784,097 04 0 062.00,SINGLE FAMILY,6007  PORT ANADARKO TRL, HERMITAGE,0.55,GENERAL SERVICES DISTRICT,41000.0,134800.0,175800.0,1971,4,3,0,23603
10067,097 05 0 004.00,SINGLE FAMILY,613  LARCHWOOD DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,28600.0,93300.0,121900.0,1967,3,1,1,23604
36909,097 05 0 010.00,SINGLE FAMILY,616  LARCHWOOD DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,28600.0,84400.0,113000.0,1968,3,1,1,23605
56428,097 05 0 011.00,SINGLE FAMILY,618 LARCHWOOD  DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,28600.0,83900.0,112500.0,1967,3,1,1,23606
55043,097 05 0 015.00,SINGLE FAMILY,615 LARCHWOOD  DR, NASHVILLE,0.2,URBAN SERVICES DISTRICT,28600.0,78400.0,107000.0,1967,3,1,0,23607
6126,097 05 0 016.00,SINGLE FAMILY,3403  GREEN RIDGE DR, NASHVILLE,0.18,URBAN SERVICES DISTRICT,28600.0,85700.0,114300.0,1967,3,1,0,23608
41025,097 05 0 023.00,SINGLE FAMILY,3406  OLDFIELD DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,28600.0,81500.0,110100.0,1967,2,1,0,23609
51095,097 08 0 001.00,SINGLE FAMILY,4043 LAKE PARKWAY  CT, HERMITAGE,0.57,GENERAL SERVICES DISTRICT,41000.0,157000.0,236800.0,1972,3,2,0,23610
25410,097 08 0 016.00,SINGLE FAMILY,4012  LAKE PKWY, HERMITAGE,0.57,GENERAL SERVICES DISTRICT,41000.0,138100.0,205400.0,1972,4,3,0,23611
35287,097 08 0 034.00,SINGLE FAMILY,405  MONTEGO CV, HERMITAGE,0.36,GENERAL SERVICES DISTRICT,27000.0,85100.0,112100.0,1979,3,2,0,23612
45754,097 08 0 048.00,SINGLE FAMILY,4217  BAYSIDE LN, HERMITAGE,0.55,GENERAL SERVICES DISTRICT,41000.0,164600.0,205600.0,1977,3,3,0,23613
18785,097 08 0 053.00,SINGLE FAMILY,4204  BAYSIDE LN, HERMITAGE,0.53,GENERAL SERVICES DISTRICT,41000.0,146900.0,188400.0,1980,4,3,0,23614
8206,097 08 0 071.00,DUPLEX,120  GLEN COVE TRL, HERMITAGE,0.32,GENERAL SERVICES DISTRICT,27000.0,82900.0,109900.0,1983,4,2,0,23615
51096,097 08 0 080.00,SINGLE FAMILY,6040 PORT ANADARKO  TRL, HERMITAGE,0.44,GENERAL SERVICES DISTRICT,41000.0,152900.0,203700.0,1979,3,3,0,23616
